reviews,sentiment,urgency
the app be good to use overall except a a number of other folk have say it do not sync and there be no response from the developer on this issue annoy to have pay for an app that claim the sync feature when it do not actually work what that mean be you lose all history every time you change the phone,Negative,High
really for a habit tracker there be other apps that do the same thing for far less money i do not mind pay for apps but this seem like price gouge oh and it be if you want the ability to export your data,Negative,High
it seem like this app be no longer support i ve pay for premium but sync stop work several month ago and developer have not reply to a support request so on move to a new phone my habit and streak be now lose i can see from other review that this be a widely report issue i guess the app have now be abandon,Negative,High
the app be constantly load and you ca not even record your habit and reminder do not work also have just habit free be bad too,Negative,Medium
pay widget feature one thing that downplay all other,Negative,High
work okay for awhile sync between device no longer work and i have the pay for premium account uninstalled on both device sync fails on both,Negative,High
no notification of habit track,Negative,Low
desde hace unos meses no sirve la sync ni me deja entrar a la cuenta,Negative,Low
generalle good and easy to use unfortunately the sync backup feature seem to be break so i ca not transfer habit to a different device the csv export be also useless a there bo way to open it in a different device,Negative,High
can not sync what be go on,Negative,Low
the app do not really look like the screenshots it be also quite outdated in design if you do not mind pay for it then it get the job do,Negative,High
i m change the rating into two star because the sync feature which previously work fine have no longer work look at the last update i feel like the developer have abandon this apps which be quite sad consider this usef to be the best apps on building habit,Negative,High
please add a feature that make me add a friend to the habit such a habit competition app i ca not live without this feature,Negative,Medium
not a bad app but dont pay for the premium the widget dont work,Negative,High
app be very good for what it be but the sync feature stop work for me the faq say it be due to a root phone but this happen twice on non root phone habitbull offer no support to fix star bec it work standalone but if you need sync know there be a risk of permanent failure,Negative,High
unable to register via manual and via fb,Negative,Low
i like that it allow specific habit i do not like that it do not give proper percentage of how much you ve do your habit after use it about a month i delete it because even though i be do almost every habit it keep give me it be demoralize,Negative,High
a little too confuse,Negative,Medium
the app require premium membership to use the widget defeat the point for me,Negative,Low
i m just very lazy enough to use this app plus this app be not base on concept of habit building let be see how habbit be build u do task u get reward but here for sake of reward u only get dot connect in pattern that be not motivate instead u can give some offer a reward,Negative,Low
work really well however the widget work for a day then wo not respond unless remove and re add eevveerryy day wo not remember to actually use it without the widget so it useless now not worth pay extra,Negative,High
could not login with facebook,Negative,High
it be completely fail on reminder,Negative,Low
i regret buy the premium version a lot of money for only a minor update i wish i could get a refund do not buy the premium version from the app it do not worth your money,Negative,High
please change the logo,Negative,High
i like this app but one thing that i hate why do i have to be member of premium i mean why do i have to pay if i want to track up more than habit this be a free app right please can you consider or change something about it,Negative,High
bought premium version do not get upgrade sent proof of payment still no response not good,Negative,High
the layout be good but it only let you track habit for free,Negative,Low
it be not worth the premium i try to get a refund because it be not what i think it would be and no one have contact me they claim to read every single email but ca not reply to a pay customer i will be delete this app and regret the purchase,Negative,High
well it be good and motivational but i do not get notification for the reminder moreover you have to pay for the widget,Negative,High
there need to be an option on when the habit start,Negative,Low
awesome tracker yet it seem overprice in my country way more more than the typical range of it about for me with tax include also i do not appreciate the grey out price be the same a the claimed discount price very deceive lastly the lack of support for a fingerprint access method be subpart for,Negative,Low
use to be my favorite app change phone and it do not recognize my premium purchase i ve be email for support for two month with no response so disappointed,Negative,High
too much configuration not very intuitive i m look for something simple that only count something for the day not to set goal reminder note and all that overload of information that keep jumping from screen to screen not look for enterprise app just for personal use,Negative,Medium
i could not figure out how to set reminder and i do not want to register,Negative,Low
password reset be break can not transfer it to a new cell phone think twice before buy this app the habit related side be good however this be why i buy it,Negative,Low
free version be all you need pay version be overprice and a waste of google credit,Negative,High
i love the ease of the application and the setup i do not like that the way they send you reminder that be sometimes rude or shame base it do not make me want to try any harder when i get scold for not fulfil my goal positive encouragement a the best way,Negative,Medium
i want to start my week with saturday and it be not available only can change between sunday monday,Negative,High
useless you need a premium account to use widget,Negative,High
i have my phone switch off one day at the time my reminder usually pop up ever since then i ve not get notification at all no matter if i try reset them or whatever kinda annoy because the calendar app on my phone have also stop give notification lately so i keep forget to take my medication,Negative,High
start off really well but have stop work properly now great shame a it have a lot of promise,Negative,High
crash on sign in on my pixel xl,Negative,High
stick on set up your account,Negative,Low
great app but waaay to complicate delete it and replace with a different simpler app interface look cool though,Negative,High
reminder be not work i have an asus zenfone should not matter and i have set the reminder multiple time with no success i feel this be the most important part of this app a i need remind in order to affectively create a habit any feedback would be greatly appreciated my rating my change after feedback,Negative,High
too expensive and without pay there be no backup there be free apps that do the same thing,Negative,High
two star because facebook login be not fix for an year be this application still support by the dev team,Negative,High
widget request please could you add a feature that push undone task to the top of the widget or an option that remove do task from the widget good job on the app otheriwise i ll repurchase if you can add this love the snooze function,Negative,Medium
only a few habit for free not worth pay for,Negative,High
free version give only habit there be far clear and good tracker available for free,Negative,Low
fine for track but the reminder stop work after a couple of week this have happen with every new habit i ve set up and i have a premium account and the developer do not respond to support request,Negative,High
i do not like it,Negative,Low
none of the notification work other people in the forum teport similar problem bht no fix the app be nice but it isnt nearly a functional without notification,Negative,Medium
i would not recommend this app bc of an essential flaw in design it do not allow you to just type in habit instead it quiz you so a simple act of just type what you d like to do turns into this crazy and overly complicate thing,Negative,Low
free version allow only up to habit to be add but app description do not mention it have to spend an hour set up habit then uninstall the app and find a new one,Negative,High
i do not like the layout at all i want it to be much more simple and quick to edit my daily task,Negative,Low
the motivation pic stop at some level and dont want to be change pls solve this issue,Negative,High
the app be ok however i purchase the premium version and once i switch phone could no longer get the premium version back email the developer for help and they ignore the email,Negative,Medium
love the app would love a version for window chrome to use on pc also i buy a premium version and now when i open the app after month it have reset itself to the non premium version,Negative,Low
pay for this year ago and use it on another device now i have a new phone and when i m try to login it say my email address be not in the database,Negative,High
it stop send notification randomly,Negative,High
after change my email i can not use habitbull be premium feature i have try email support no response and find a way to restore the purchase or even purchase it again but no such luck i be forever stick with the app thinking i have pro even though i do not it be a shame really for what be otherwise a fantastic app,Negative,High
good concept with poor design the widget need a redesign currently it waste a lot of space on my homescreen the forum section be good,Negative,High
i buy the platinum app but the reminder do not work please fix it it be a great app but the reminder be very important to me,Negative,Medium
i like the overall app it be the best but even after set the reminder for my habit i do not receive any notification or reminder i have check with my notification setting for this app and it be turn on,Negative,Low
please do not call me darling my app reminder call me darling not cool,Negative,Medium
work ok on galaxy note but constant crash notification ca not even log on to the tablet version let alone sync account in the end all data lose and so be i,Negative,High
free version only support habit which be basically nothing,Negative,Low
only free without tell user upfront that you will have to pay for more always about the money sorry i waste time on set this up,Negative,High
almost year ago i like it enough to purchase it then they decide to make it a monthly fee i find this out when i reload it onto my phone i email them to find out if my previous purchase be valid or if it be applicable to the new version and they never respond even a simple no would have be fine so i find another habit tracker that i actually prefer,Negative,Low
have annoyance with the ui the font be too big for me and i could not see a lot of thing at once and for all it gimmick it be really just a simple app,Negative,Medium
lose my premium and all my habit go when i change my device the app be great but do not seem good for long term use,Negative,High
the fact that with the free version do not let someone track more than habit it be a shame,Negative,Medium
work for about a day and then just crash repeatedly so have uninstalled disappoint a looked really good,Negative,High
i think it be really petty that the widget only come with a premium account no thanks,Negative,Low
i d give it five star but it keep bug me to rate it,Negative,High
pointless to be honest may as well use a notebook do not track habit yes you have to manually do everything my time be to valuable to waste on this garbage,Negative,High
perfect purchase it though i really really wish for a chrome extension so that i can access it on my computer too edit like many others my premium account be go too i do not mind purchase it again but what if it go miss again,Negative,Low
i would give but the reminder be not work and i wish the app have a way to report such bug uninstalled,Negative,High
sir actually some time it do not pop reminder i do not know why,Negative,Low
i have purchase full version of this app the functionality of the app be good but many feature be not work properly eg starup on montly view be not work additionally there be absolutely zero response from the developer on report the bug,Negative,High
app be well organize and easy to use but you have to pay money to have more than habit to track not realistic for me to only need uninstalled it,Negative,High
this app be crash whenever i try to mark a task complete on a particular date,Negative,High
constantly tell me to provide a rating,Negative,Low
like the way it present the stats would like to suggest a collaboration concept with other user such a via google where one can view and comment his her mate be list,Negative,Low
app be great but it crash on month view and when try to edit habit on my xiaomi redmi note,Negative,High
like the app but dont like how i purchase premium on one device and ca not get my premium feature anywhere else,Negative,Low
sync be not work lose my data again,Negative,Low
sorry for the poor rating but your app have a major bug swipe up or down while view detail for a month habit make the interface jump to detail for another habit randomly it be a pain to realise midway that suddenly you be read incorrect data happens so many time that it be not funny will be look for alternative to your app,Negative,High
great design except they hide the fact you can track on the free version until you go through the process of add all five individually then you find out you ca not add anymore without premiuthem freemium be fine hide the cut off wall be not,Negative,Low
this be a great app it get two star because i pay for it but it frequently nag me to review it well here be your review,Negative,High
the app crash and close when try to sync i have the platinum plan,Negative,High
have great potential but it keep crash when i click the monthly view or the weekly view also reinstall the app and when i create my first habit it crash again,Negative,High
too spammy repeated notification push for a rating i rat then uninstalled,Negative,High
i pay for this app yet it stop work after i log out one time it refuse to let me back in when try my password and even after i try change the password multiple time there be no contact information on their website,Negative,High
habit sync do not work i must create the same account over and over again frustrating,Negative,High
not interested in people be masterbation habit the community news feed be full of people track their jerking off no thanks do not want to know uninstalled,Negative,High
only track habit for free,Negative,Low
it be a good app but just list my premium account and all my data luckily i save it how do i get it back,Negative,Low
great functionality though app force you to login or create an account,Negative,High
good app if i could track more than just if i want to track more i have to pay for it no thanks not worth it,Negative,High
same a other recent post pay for premium get a new phone it wo not sync wont recognize email wo not accept user name and zero response from support i have email them time and can not get any response also the sync do not work,Negative,High
the reminder never work,Negative,Low
it have all the feature but it do not work properly i have a day streak and it say i have and ut count a there be major error here and it be frustrate,Negative,High
it do not let you have more than habit without get premium,Negative,Low
they want not just once for a program that be pretty much automate but they want a month for something you could keep on google sheet or whatever else you could imagine and it be cross platform stupidly optimistic no thanks,Negative,High
how can i delete my account all i see be an option for delete data,Negative,High
work until i upgrade to premium now i ca not change my user name ca not write comment or add discussion it be not sync to my phone please fix it be be less than hr since i upgrade,Negative,High
until recently i enjoy the app but somehow my purchased premium status be not recognize anymore contact the developer by email but get no response so sad,Negative,Medium
i buy the premium version and sometimes a habit wo not chain link between successful day you have to delete and recreate it then it will chain link between successful day again,Neutral,High
android widget not work it show the task but when i click on the circle to mark it a do nothing happens,Neutral,Low
i ve have this app for a long time but only just start use it it work well enough for what i need keep track of the thing i need to do i think the free option be quite reasonable to although a with most apps there be a paid option version too,Neutral,High
it a great app when the notification work but i m still not get notification reminder so i ll be drop star on my review till this change i ve check my phone setting but there be nothing block them my phone samsung s,Neutral,High
widget only for premium account,Neutral,Low
the motivational photo be miss,Neutral,Low
whyd it log me out edit the push notification dont push anymore,Neutral,Low
i love this app but the widget do not work most time which be very annoy,Neutral,Medium
i dont know how it work i wan na give it star but when alarm be once set and when it rangbit dosnt stop untill u switch off the phone,Neutral,High
hello i can see that beneath by habit there be suppose to be an image that never load i just see a white square with an image icon on top left corner can it be fix,Neutral,Medium
nice visuals but it not worth month i really want something for hydrate and this work but not inthe way i need,Neutral,Low
decent app for habit track unsubscribing from their premium membership be a headache,Neutral,Low
almost perfect however the widget bug out and freeze as soon a you try to make the daily big than the far to small preset sizing also need to allow for a one off to do list similar to how habitica have a daily habit and then one off list,Neutral,High
nice app but need to fix some bug first app crash when i click on go premium also even if i be connect to wifi some big image be not load on home screen wonder what be that image,Neutral,High
it be great for keep track of my habit but i never get any reminder i ve check my phone and all the permission be there but still no reminder i just get a tiny message that tell me the app be run but disappears without do anything i ll persevere a bit longer but if it do not remind me there be not much point a i will forget to do thing,Neutral,Medium
too costly for premium,Neutral,Medium
in theory it help track habit but after or day the reminder stop appear randomly then just disappear completely rest of the app work well perhaps it my device but be aware,Neutral,High
super easy to use less friction i like how user can discuss progress with each other it be very helpful,Neutral,Low
look like a powerful tool but the ui be a dealbreaker for me hopefully it receive a major redesign in the future,Neutral,High
without upgrade to premium can only track up to habit,Neutral,Low
the widget stop respond you have to open the app to make it respond again pay to have the widget widget do not work read some review and see this be a known issue should have do my homework well,Neutral,High
it okay premium version be more useful,Neutral,Medium
it be a good app i ve be use it for quite some time and i think i m progress and this really be help me just a bit dissapointed bcs it do not have a full progress tracker a a graph and i wish they will install this feature nearby in the future hopefully,Neutral,Low
not great but good enough to track habit and keep record read atomic habit to understand and learn the how and use this app to keep track should yield a good result reminder not work,Neutral,Low
it be about what i d expect from a habit tracker i choose this over another one for the motivational quote only they just just up a the error picture icon without the actual picture if i ca not get the picture can i at least get alternative text for the picture that have the quote moto z force,Neutral,High
i wish there be good graph to see the dip and raise in my performance the current one be way too compressed and look just like a straight line inspite of the dip,Neutral,Medium
the app be great now some bug be fix notification reminder still do not work for me month seem steep to record more than habit,Neutral,High
no resent update cloud base csv export be avaliable in only pro no option to manually mark skip fail but we can select target like less than or great than too ca not select date range in graph report local data import export be miss habit can be archive but category group be miss multi device sync be avaliable a very good alternative to habithub,Neutral,Low
i think i like it but not fully sure yet be get daily notification then they stop and i forget all about some habit will restart again,Neutral,High
the app design could be good,Neutral,Low
great app could you guy add a option like task archive because there be some habit like type practice i want to follow and do not want to delete the data give a option to hide the habit without lose data,Neutral,High
good but notification not work,Neutral,Low
i be unable to create checklist in the way i want i m good off use microsoft excel,Neutral,Low
work fine free version a bit limited now notification have stop hope the developer fix it soon,Neutral,High
nice one but it be expensive,Neutral,Medium
i love this app but my premium service do not seem to follow me i send multiple email to get it resolve however i m only get autogenerated response email,Neutral,Low
why be it call habit bull upon installation and it also have a different app icon misleading,Neutral,Low
good app but it do not have riminder a it say,Neutral,Low
the app be not able to sync anymore and as much a i know the app be not support by it developer p s i buy it premium version it be great not until they have not keep it updated,Neutral,Low
nice and easy way to keep track of your streak and habit also pretty cool that there be comment board so you can interact with people do the same thing nice to get encouragement and share tip really cool app overall,Neutral,Low
i can not logout or change my password what if i change my phone then i would not be able to load my data into the new one why be it that i can not register my email,Neutral,High
beautiful app always open to bad news overall percentage failure rather than positive streak of even one day willing to upgrade with habit app,Neutral,High
everything be perfect except for the fact that daily reminder on habit check feature do not work,Neutral,Low
not totally friendly environment,Neutral,Low
pretty good app but the continuous nag to rate it in the play store get annoy in a hurry,Neutral,Medium
very good app for track habit and note to add but lot of bug to say percentage be not correct always it calculate own and no sync no ui improvement thanks,Neutral,High
i like the alert it be a good free app i think it be nice if i could click the day then get an option for if i complete my task or not,Neutral,Low
still learn to use it,Neutral,Low
it be good easy to use,Neutral,Low
pay for it it be alright if you do not use the widget constantly freeze and need refresh,Neutral,High
a great app the one probpem it have be that if you miss a single day you ll never get no matter what so it seem like if you miss one day although you continue the next day all be fruitless it be discourage,Neutral,Low
it be a good experience and a great challenge as well you should try it,Neutral,Low
would need an ui refresh,Neutral,Low
wish i could track more than habit without pay,Neutral,High
the app be good but the reminder for some of the habit be not work i have buy the pro version,Neutral,Low
great app just ca not justify spending in order to track more than habit when there be other apps out there i do not need to pay for to do so i m switch to loop habit tracker can track a many habit a i want and back everything up all while be entirely free plus it be really nice,Neutral,High
the concept have have an extremely positive effect on my life however i be experience bug with the widget where exercise be disappear restart have not help,Neutral,High
i think it could be more user friendly but maybe i have not explore it enough it keep ask for a rating maybe it will stop now,Neutral,High
i actually really love this app i use it to create some serious personal progress i purchase the full app but when i buy a new phone it would not let me sign out of my old device and into my new device i email support about it cricket never hear from them if they can put together a decent support team i would give the app a for sure,Neutral,Low
there be this weird bug now where the screen dims and keep show the loading sign but you can still use the button please fix it,Neutral,High
everything be good but i would like to see more then a five slot for habit,Neutral,Low
best habit tracker edit can you guy fix the overall habitbull score graph it be not accurate always trend down no matter what,Neutral,Medium
in this free version we can add habit only,Neutral,Low
please fix app can not refresh once again for the second time topic pic quote,Neutral,Medium
facebook login not work,Neutral,High
i be not satisfy with this app because circle use for complete the habit look very dirty,Neutral,Medium
this deserve star but i be not able to see discussion since the last one week,Neutral,Low
probably a good app and way to track your new habit but not be able to make a widget without a premium account be ridiculous,Neutral,High
great app lot of ad,Neutral,Low
navigation need work you can only navigate with the many button in the app the back button close the app feature request have weekly and monthly report would like a daily report to share with an accountability partner also would be great to generate report base on category,Neutral,Low
really enjoy this app but wish i could track more than habit,Neutral,Low
too invasive and complicate,Neutral,Low
full package for idr get a discount but still idr,Neutral,Low
it deliver what it promise,Neutral,Low
it be good app but it be not free if you want to add more than habit,Neutral,Low
odd that it doesnt count beginning and end of month corrctly in monthly tally,Neutral,Low
overall great app but it never give me notification so it kind of defeat the purpose of have it,Neutral,Low
the interface be intuitive i be give a three because my online data do not sync when i upgrade,Neutral,Medium
no of activity that we can add be only that be why i give this,Neutral,Low
i wish one could back up his habit otherwise it a good straight forward app,Neutral,Low
sync do not work still no reply from support,Neutral,Low
hello i recently shift to a new phone i have a premium membership but i be unable to transfer my data to the new phone please help,Neutral,Medium
this app be good but i ca not access habit because i need premium to access it,Neutral,Low
do exactly one thing track habit but do it well and without pointless bloaty extra or ad clean interface sadly app seem to have be abandon by developer and premium feature like sync no longer work no way to transfer data,Neutral,Medium
i like how i could customize everything but my link google fit didnt update my step i have to input myself and my notification would only go off if i open the app myself kind of defeat the purpose of link and set up notification,Neutral,Low
the sync feature do not work,Neutral,Low
limited functionality but reliable,Neutral,Low
go for the premium subscription without a doubt definitely benefitial to those to use it honestly edit everything be good but after change phone i ve suffer have to manually copy the same habit list because the sync function just do not work,Neutral,High
the app be great i want to use this app a a way to help me to creat a good habit and stay on track with certain thing for me the notification do not work unles i open the app and by that point it like my reminder have pass other then that easy app to use and navigate,Neutral,Low
do not get any reminder for the goal inspite of set it a number of time,Neutral,Low
the reminder option be not work i have pay for premium to use the app to it full potential but unfortunately the basic feature of the app to remind you to stick to your schedule with respect to habit you creat dosent work kindly help by resolve this issue color code option be limit that can be assigmed to the newly add habit,Neutral,High
a great way to track goal but quite limited in functionaliry and the google fit integration do not work,Neutral,Medium
habit sync not work on pay version app be great but after phone reset and all my habit data of month be lose and the app be show i do not have a internet connection even though i be write this review on same internet connection but other than that app work great the widget be great and i use it daily,Neutral,High
could do with a reward or goal feature when habit follow,Neutral,Low
it be an okay app but i have find good one such a i be sober this need to be pay for to be useful,Neutral,High
the app do not let me create a widget despite the fact that i have log in,Neutral,Low
lot of unnecessary notification the gui be confuse and be miss a few feature for a habit track app like splurge only every x day but no less,Neutral,Medium
the free app be too limited other than that it be a good one,Neutral,Low
do not save habit data when you switch to a new phone even use the same login information wo not let me choose a start date for my habit either so it never show success like it should,Neutral,High
the setup seem nice but the constant pop ups be so annoying a to make it unusable,Neutral,High
i just start use this app my week actually start with saturday while only sunday and monday be mention if you could modify this detail that d be really appreciated,Neutral,Low
i like this app and what it can do and be please with it functionality however have pay for the premium version i find it annoy beyond belief that i get pop ups every week ask me to leave a review so developer i ve leave one but you ve lose star for spamming me with these request this should not happen in a paid app without any opportunity to turn off these notification,Neutral,High
synching between my chromebook and phone be a necessity for me and do not work on this app the color coding for complete task be not intuitive,Neutral,Medium
app be awesome n also help alot but it inbuilt password once forget do not open the app evertime i need to log out and again log in it plz solve my issue,Neutral,Low
when you start a habit with give point for it or like at least that and that amount of day you ca not just change it back to a simple yes and no habit,Neutral,High
i really like this application very well do my reason for and not star be the lack of any security no option for fingerprint or pin before view what could be sensitive personal information please add security,Neutral,Medium
good app but faulty notification the notification and reminder be work perfectly but they only work now if i open the app by that point it be too late i need the reminder to work to be effective i purchase the full version,Neutral,Low
dont buy the premium the widget do not work the reason i buy premium and i set up notification for each hour to remind me of a task but the notification only pop up if you open the app which render the notification useless otherwise i enjoy the basic use of the app,Neutral,High
it be ok but a bit too simple and the inspirational message do not change not really very motivate to use this app compare to my previous habit tracker the app be look do not come excite to look at as well,Neutral,High
i pay for the premium version but all my habit record be delete without explanation they fix that problem,Neutral,High
show monthly when startup even after change it in the setting to show weekly otherwise all around good app,Neutral,High
i really like the app maybe just work on improve the graph a bit more,Neutral,Low
the best app around for track habit but the artificial limitation to habit in the free version couple with the eye gouge price of the pro version lose it two star i pay but i be not happy with the price,Neutral,High
good app but only count by day star if there be an option to count time a week as well,Neutral,Low
great format and track seem excessive for upgrade feature to use a a widget also people have a form of spirituality rather than a religion can that not be reflect in the app too for inclusivity remove forum comment would be a great option an unnecessary distraction,Neutral,Medium
nice but no daily notification come,Neutral,Low
unable to set custom notification sound it use default sound even after change others look good,Neutral,High
notification do not show up thought i have enable all permission and to override dnd the notification and reminder do not work,Neutral,Low
i have notice when i write note and leave the app to find out more info the app lock which be fine but what i have write before i leave the app be not save which can be very annoy there isnt even a warning or option to save before you leave the app,Neutral,Medium
good function weird execution the program work great but it have weird way of remind the user of the habit like say hey tiger it just weird,Neutral,Low
i love the concept of habit bull but it be not user friendly,Neutral,Low
good app minus one star because of the constant nagging and that be in the pay version,Neutral,High
great for progress their motivation quote stop work plus it do not remember which habit you be last viewing so a pain in the as weekly intrusive display i specifically look for this app because it be simple and easy on the eye,Positive,High
great for create or break habit thanks so much,Positive,Low
do what it should do just a shame that you need to pay almost to add more than habit for such a simple application i think this be way too much,Positive,High
solid habit track app great for what i need it for,Positive,Low
work great i use it for almost everything especially when take a new medicine or start a new thing i want to continue,Positive,Low
work well and i love the cheery greeting,Positive,Low
it have be effective in trcking my habit though i feel like the user interface can be a bit complicated and confuse at time overall it work,Positive,High
nice app it have help me improve in my diet work among others habit however there be some bug which need to be fix for a good experience for example i set a habit for only friday but it show up everyday yet i only want it to show up on friday other it would receive star,Positive,High
would love to see a yearly review other than that awesome app,Positive,Low
nice app i wish there be an option to move a goal though for example i want to workout day a week this app have you choose set day i do not necessarily know my schedule and would like to move around a goal otherwise i dig,Positive,Low
this be a great app easy to use,Positive,Low
i really like this app but after change from io to android be not get notification motivational image quote there be some issue please fix it,Positive,High
best habit app but that will be superb if there adde audio instruction of habit that we add,Positive,Low
have use this app for almost two year i love the minimalistic feature despite all other confuse apps out there it would be great if work on make it an aesthetic user interface,Positive,Medium
i really like the app however few week ago i ve change my phone for new one samsung galaxy a and now i ve problem with a widget sometimes it be posible to check that habit be do with the widget and sometimes it be not it look like the widget just freeze can you help me,Positive,High
very good for habit maker,Positive,Low
i like it for a free app,Positive,Low
helpful for building habit,Positive,Low
the only complaint i have be that the widget do not always respond if i do not have the app open in the background otherwise i love this make me feel all warm and fuzzy to see a slew of green checkmarks on my screen,Positive,Low
very good app to track good habit,Positive,Low
the inspiration poster be not load viewable,Positive,Low
when i add time to the habit it be in decimal so week and month total be incorrect eg be accord to app while it be actually,Positive,Low
the app help me a lot i would like to have more information about the action and habit track into an online dashboard,Positive,Low
i enjoy watch my habit become habit everyday i just wish there be a theme i could use,Positive,Low
great app the app seem to have be abandon or just neglect by the creator but overall this a great app,Positive,Low
good simple app but sometimes it do not download,Positive,Low
great app but the daily picture do not work,Positive,Low
can we please add number of day per fortnight a an option to select along with week month and year,Positive,Medium
just start use this i like it so far there be a broken image on the main screen display so i be not sure if i be miss something there do any one else see this,Positive,High
pretty useful and very helpful but it seem like it be not be develop any far could have a lot more great feature,Positive,Low
it would be star but i regularly have issue get the widget to work any suggestion,Positive,Low
there be a square with a broken picture and a share button green thumb up and a red thumb down on the bottom,Positive,High
the tracking system be good,Positive,Low
easy to use and customize only habit without premium payment,Positive,High
simple interface easy to use and efficient except for the price,Positive,Medium
concept be great helpful but alarm be not well synchronize when secure by password,Positive,Low
like the app and ability to easily keep track of a habit but have difficulty figure out how to keep track of it at first,Positive,Medium
simple yet powerful with a nice helpful community but i ca not register for some reason it show isomething go wrong please try in a bit,Positive,Medium
very good app and it help me to form habit,Positive,Low
very basic but help keep track of thing,Positive,Low
too overloaded main screen,Positive,Medium
app be nice but somehow i m not able to delete the habbit which i recently add by mistake pls guide,Positive,High
i love this app my only problem be the widget for the app each widget freeze after non use for a while when the widget freeze i ca not mark complete or incomplete update my count number for any of the habit and then i have to physically open the app to update habit after i do that the widget work again until the cycle repeat itself,Positive,High
efficient after set up make track easy would like to be able to set incriments on each individual category not a plus or minus only,Positive,Low
very good could use some more flare,Positive,Low
i have have real problem remember to do even simple thing i have be use this app for week and i have to say i m please with the change,Positive,High
update on fix the reminder notification thank you,Positive,Medium
it be a great app maybe it could have a more attractive interface,Positive,Medium
good app to track your habit and build on good one,Positive,Low
this app be very good,Positive,Low
good reminder for habit formation,Positive,Low
help me stay on track at least it use to since last update i m not get any of the reminder i set up please fix,Positive,Medium
a really easy way to track new habit i have look at other apps and this be much easy thank you habitbull,Positive,Medium
a very simple habit tracker easy to use,Positive,Low
great app really nice ui no major bug i ve come across feedback could you guy increase the character allowance for the note please it can be frustrate to be record note for a day and have it run out of space thanks,Positive,High
so far so good it do do this weird thing where it highlight a different app after i ve exit the app though bit of a weird bug,Positive,High
motivational and funny remiders really help in push to do the task,Positive,Low
the app be good but i think it be need good graph and chart,Positive,Low
great tracker wish there be more color to choose from especially if you have more than habit you re track,Positive,Low
nice app the icon get problem,Positive,Medium
an improvement would be to see run total on all habit page quite expensive for what it do,Positive,Medium
good app but they could add something like notification bar tab or float widget or something so a to remind u constantly to keep u in check in order to develop out habit,Positive,Low
great app easy to use custom colour and category for each habit limit to habit on the free version be the only gripe,Positive,Low
i love this app i like how simple it be to use worth purchase the only thing i wish be that it would open to the weekly spot instead of to a single habit maybe there be way to make that happen let me know but if you be look for simple but great habit tracker i highly recommend this one,Positive,Medium
the best habit tracker app i ve see would ve do star but i feel like something be miss and i ca not quite put my finger on it,Positive,Low
it great and easy to use but still the developer should try to make it some sort of strict,Positive,Low
very useful and encourage motivation,Positive,Low
notification feature should be free,Positive,Low
very conveniant and useful the reminder function be also really nice to stay on top of activity,Positive,Low
a straightforward no nonsense app with a vibrant community i ve found it very helpful to start to shape my habit thanks to the devs,Positive,Low
easy to use and have help me to keep track of my good habit,Positive,Low
easy and convenient apps but the setting to the habit can be more flexible it would be the best,Positive,Low
nice to track challenge it give it be own incentive to keep those day train go,Positive,Low
love it so far keep me motivate,Positive,Low
good a motivation to track and tick off daily goal,Positive,Low
a little hard to use at st however if you go through the tutorial the app will help you develop habit i have be use it for a month and be definitely notice a difference if you want to change your habit download this app,Positive,High
good app no lag do what it say i m happy,Positive,Medium
happy to see my progress it be a great app to keep a track for my daily routine and thing which i pay limited attention to create that into my regular day to day life,Positive,High
i m a big kid i d love it if the circle you tap to colour in be star shape,Positive,Low
it be a quite useful program work reliably,Positive,Low
if wish the image of quote would have the previous option too,Positive,Low
i like the app but dont like the big list of discussion about guy not try to masterbate at the bottom,Positive,Low
it help me to change my habbit,Positive,High
wish it have a little more option but still great and easy app,Positive,Low
this have be a great app to build habit i would give it a star but your limited to only habit at a time you can get more but theres a pay wall,Positive,High
very good quality app for habit,Positive,Low
simple yet perfectly help me achieve my goal,Positive,Low
very helpful app for u to quit join any kind of habit with the help of this app i have now complete my day of no smoking challenge thankyou habit bull,Positive,Medium
already help a lot wish it have more color,Positive,Low
good good than the other apps,Positive,Low
good habit track app,Positive,Low
track many task in great detail statistic available on average and streak etc it have progressive task so you can check on goal that be multiple time daily like drinking water and come up with more info than pas fail my only qualm be the color the display be very busy and colorful i would also like a quicker interface for progressive task,Positive,Medium
why there be different icon showing of app in play store and different on my phone pls make it same,Positive,Low
wonderful app i m just wonder if i overlook something because if for instance i set a habit to every day but end up do it every day instead the app be count the rd day a a fail which seem very strange to me since i actually do good than need,Positive,Medium
this have be a pretty indispensable tool for me it motivate me to do the task that sometimes i would really rather not do like put in eye drop or exercise my personality require checklist or i ll find excuse to skip do thing,Positive,Low
it be a little too early to tell so far pretty good,Positive,Low
get me focused and motivate,Positive,Low
i like this app it be really help me and remind me to do thing on time and i be able to be proactive,Positive,Low
